name,alt_name,ra,dec,bv_color,parallax
HR 4927,,122.31514,41.64695,0.99,
HR 4928,9    Dra,121.60796,50.50925,1.29,0.005
HR 4929,38    Com,316.09133,79.74558,0.96,
HR 493,107    Psc,138.87617,-41.017,0.84,0.119
HR 4930,,303.86735,-8.62551,0.05,
HR 4931,78    UMa,120.30136,60.71437,0.36,0.034
HR 4932,47Eps Vir,312.32517,73.63479,0.94,0.043
HR 4933,Xi 1Cen,304.95152,13.29703,0.02,0.012
HR 4934,,121.00116,53.47916,0.41,0.033
HR 4935,,306.8283,42.19534,0.56,0.003
HR 4936,,120.30626,57.35484,0.05,
HR 4937,48    Vir,308.9911,59.06168,0.29,0.005
HR 4938,,305.63523,21.60489,1.68,
HR 4939,,305.13012,10.69666,1.7,
HR 494,,262.43173,-74.79765,0.42,
HR 4940,,305.4702,14.33499,-0.14,
HR 4941,,305.96887,21.19381,1.05,
HR 4942,Xi 2Cen,305.48638,12.88889,-0.19,
HR 4943,14    CVn,104.46426,80.8106,-0.08,0.011
HR 4944,,304.93743,2.94897,0.48,
HR 4945,,114.85126,71.63251,1.13,0.012
HR 4946,39    Com,333.37688,83.12534,0.39,0.03
HR 4947,,306.4456,26.9043,-0.02,
HR 4948,,64.11921,86.23553,0.05,
HR 4949,40    Com,340.63906,84.35822,1.59,0.045
HR 495,,132.40206,-16.59423,1.01,
HR 4950,,121.57236,44.06759,,0.007
HR 4951,,305.37438,9.3352,-0.07,
HR 4952,The Mus,304.67426,-2.49109,-0.02,
HR 4953,,119.87983,54.99773,0.99,
HR 4954,41    Com,41.91968,86.47067,1.48,0.008
HR 4955,49    Vir,309.49548,51.92157,1.14,0.025
HR 4956,,40.54746,86.32103,1.36,
HR 4957,,310.06937,53.65015,1.18,
HR 4958,45Psi Hya,308.18908,39.57375,1.05,0.012
HR 4959,,310.25098,53.08028,1.02,
HR 496,Phi Per,131.32462,-11.3302,-0.04,0.025
HR 4960,,317.53285,72.38835,1,
HR 4961,50    Vir,310.30806,52.27982,1.49,
HR 4962,,326.32301,78.87751,1.45,
HR 4963,51The Vir,311.4177,57.02753,-0.01,0.026
HR 4964,,103.62023,79.01342,1.15,
HR 4965,,305.94579,10.19049,-0.09,
HR 4966,,304.6946,-7.14008,0.42,
HR 4967,15    CVn,105.54805,77.97112,-0.12,
HR 4968,42Alp Com,327.93369,79.48931,0.45,0.054
HR 4969,42Alp Com,327.93369,79.48931,,0.054
HR 497,Pi  Scl,241.26933,-77.83793,1.05,-0.005
HR 4970,,306.8247,20.48963,0.52,
HR 4971,17    CVn,105.17889,77.98027,0.29,
HR 4972,,305.2262,-0.52217,0.44,
HR 4973,,306.77254,19.35404,1.05,0.011
HR 4974,,119.21842,54.76619,-0.02,
HR 4975,,305.54519,2.8451,-0.08,0.014
HR 4976,,304.11794,-15.6281,1.07,
HR 4977,,305.08758,-3.44467,0.06,
HR 4978,,308.5287,36.10027,0.19,
HR 4979,,307.41952,24.88895,0.7,0.053
HR 498,,258.27352,-75.5559,-0.01,
HR 4980,,305.63431,2.94221,0.6,
HR 4981,53    Vir,310.11766,46.38525,0.46,0.04
HR 4982,,307.11569,19.99805,1.06,
HR 4983,43Bet Com,43.50197,85.4073,0.57,0.12
HR 4984,,2.46636,84.52475,0.98,
HR 4985,,306.48295,12.02032,-0.02,
HR 4986,,321.61113,73.65748,1.51,
HR 4987,,334.18813,80.31326,0.88,
HR 4988,,305.8937,4.05688,1.08,
HR 4989,,305.86231,3.63861,0.48,0.053
HR 499,,130.00332,-4.60779,0.1,-0.003
HR 4990,54    Vir,310.14772,43.73647,0.09,0.011
HR 4991,,307.28851,19.54227,1.38,
HR 4992,,334.85751,80.22076,1.2,
HR 4993,Eta Mus,305.1775,-5.12653,-0.08,
HR 4994,,305.02656,-6.90558,1.21,
HR 4995,55    Vir,310.20355,42.6196,0.87,0.01
HR 4996,,306.86244,13.7373,1.06,
HR 4997,,104.83564,76.18266,1.06,0.004
HR 4998,,322.99469,73.29786,1.5,
HR 4999,,308.25496,26.25533,0.97,
HR 5,,117.03486,-3.91691,0.67,0.047
HR 50,35    Psc,107.86254,-52.98092,0.31,0.017
HR 500,,152.74969,-63.55288,1.38,0.009
HR 5000,,305.58994,-2.39725,0.44,
HR 5001,57    Vir,310.77107,42.55478,1.03,0.048
HR 5002,,305.47425,-4.03919,1.5,0.007
HR 5003,,120.65505,44.23154,0.08,
HR 5004,19    CVn,104.57449,75.40253,0.19,
HR 5005,,315.83738,60.85352,0.31,
HR 5006,,309.2631,31.05263,0.96,0.016
HR 5007,,339.42909,80.11711,0.98,
HR 5008,,307.82483,18.64716,0.2,
HR 5009,,121.8514,36.61278,0.94,
HR 501,,283.51568,-65.15258,0.12,
HR 5010,,342.32621,80.67367,0.25,
HR 5011,59    Vir,322.79019,71.31246,0.59,0.079
HR 5012,,305.10511,-9.28158,1.35,
HR 5013,,328.35467,75.25755,1.31,
HR 5014,,316.68603,61.49716,0.26,
HR 5015,60Sig Vir,320.14264,67.46291,1.67,0.011
HR 5016,,307.25405,11.35776,0.01,
HR 5017,20    CVn,102.74052,75.51574,0.3,0.019
HR 5018,,119.45681,48.55085,-0.06,
HR 5019,61    Vir,311.85898,44.09241,0.71,0.115
HR 502,,130.15769,-5.03247,0.04,
HR 5020,46Gam Hya,311.09851,39.26384,0.92,0.027
HR 5021,,319.72695,65.66169,0.06,
HR 5022,,84.76996,80.92844,1.35,
HR 5023,21    CVn,111.85263,66.86579,-0.07,0.02
HR 5024,,306.5971,2.89089,0.43,
HR 5025,,88.19677,80.05843,0.24,
HR 5026,,307.40836,9.86974,-0.13,
HR 5027,,307.0803,6.83443,0.29,
HR 5028,Iot Cen,309.41864,25.79201,0.04,0.062
HR 5029,,308.165,15.69094,1.12,
HR 503,,135.64718,-29.38308,,
HR 5030,,305.3676,-9.42379,0.09,
HR 5031,,320.31935,64.82122,0.1,0.005
HR 5032,23    CVn,100.09401,75.67058,1.2,
HR 5033,,312.60842,42.81734,0.09,
HR 5034,,306.70421,1.67114,0.01,
HR 5035,,306.7067,1.65462,-0.13,
HR 5036,,307.72809,10.40129,0.12,
HR 5037,,320.34954,63.93107,0.06,
HR 5038,,308.36386,14.59677,0.18,
HR 5039,,308.31142,13.97855,-0.07,
HR 504,,132.43042,-15.75221,,
HR 5040,64    Vir,322.7141,66.83908,0.12,
HR 5041,,306.42509,-1.88518,0.85,0.002
HR 5042,Iot1Mus,305.17003,-12.1626,1.11,0.016
HR 5043,,310.5303,29.21351,1.65,
HR 5044,63    Vir,313.49928,44.4875,0.99,0.004
HR 5045,,104.70694,72.12522,0.24,
HR 5046,,308.28439,12.71128,0.96,
HR 5047,65    Vir,317.63762,57.0344,1.43,
HR 5048,,306.56216,-1.85201,0.4,0.008
HR 5049,,305.80245,-7.9477,-0.03,
HR 505,,292.16904,-55.27401,1.27,
HR 5050,66    Vir,318.08585,56.73036,0.42,
HR 5051,Iot2Mus,305.34284,-11.98829,-0.06,
HR 5052,,90.25191,77.9532,1.68,
HR 5053,,332.3463,73.38572,1.06,
HR 5054,79Zet UMa,113.11073,61.57916,0.02,0.047
HR 5055,79Zet UMa,113.1043,61.58205,0.13,0.047
HR 5056,67Alp Vir,316.11239,50.84447,-0.23,0.023
HR 5057,,11.4792,81.72863,0.06,
HR 5058,,310.14725,22.62991,1.2,0.012
HR 5059,,320.77458,60.46975,0.19,
HR 506,,286.89721,-61.76964,0.53,
HR 5060,,310.03562,20.88351,1.47,
HR 5061,,308.91267,13.31322,,
HR 5062,80    UMa,112.76918,61.46848,0.16,0.045
HR 5063,,308.91822,13.07312,-0.12,
HR 5064,68    Vir,316.18044,49.25422,1.52,
HR 5065,,310.31075,22.19507,0.98,
HR 5066,,306.19279,-6.99308,0.02,
HR 5067,,105.13703,69.8777,0.97,
HR 5068,69    Vir,315.44575,46.02123,1.09,0.059
HR 5069,,306.95002,-2.09849,0.11,
HR 507,,154.46616,-64.37543,1.54,
HR 5070,,116.41828,53.4279,0.74,0.028
HR 5071,,308.98669,11.25938,0.07,0.011
HR 5072,70    Vir,337.66547,74.1008,0.71,0.043
HR 5073,,119.26508,44.48898,1.63,
HR 5074,,116.77332,51.9644,0.37,
HR 5075,,116.75027,51.97776,0.39,
HR 5076,,110.49294,63.49071,0.23,
HR 5077,,95.99008,74.4049,0.92,
HR 5078,,322.15534,60.08857,1.11,
HR 5079,,108.76954,65.51829,,
HR 508,109    Psc,139.67123,-41.04345,0.75,0.027
HR 5080,,314.22298,38.74973,1.6,
HR 5081,71    Vir,333.32843,71.42484,1.05,
HR 5082,,305.24789,-14.88495,0.48,0.034
HR 5083,,108.67545,65.36429,0.37,
HR 5084,Kap Oct,303.91196,-23.00885,0.18,
HR 5085,,114.52543,56.57425,-0.01,0.025
HR 5086,,329.32697,68.05201,1.47,
HR 5087,,328.11395,66.98258,0.96,
HR 5088,72    Vir,320.03225,55.10165,0.33,
HR 5089,,311.22015,22.82599,1.17,0.012
HR 509,52Tau Cet,173.10092,-73.43968,0.72,0.275
HR 5090,,313.60007,33.92655,0.1,
HR 5091,,120.71206,38.33088,0.77,
HR 5092,,311.6234,23.78554,1.04,
HR 5093,,307.26633,-3.11615,-0.02,
HR 5094,73    Vir,316.14746,43.09836,0.18,
HR 5095,74    Vir,320.77685,55.20559,1.62,0.02
HR 5096,,96.97829,72.95636,1.05,0.012
HR 5097,,313.73942,33.31369,0.04,
HR 5098,,313.53684,32.45792,0.44,
HR 5099,75    Vir,317.47212,46.33587,1.23,
HR 51,,95.06312,-70.43888,-0.08,
HR 510,110Omi Psc,144.60729,-51.42893,0.96,0.023
HR 5100,76    Vir,319.44025,51.37068,0.96,0.021
HR 5101,,320.76297,54.23116,1.28,
HR 5102,,18.59923,80.28222,0.96,
HR 5103,,310.28994,13.98364,-0.05,
HR 5104,,313.23643,28.6933,1.26,
HR 5105,78    Vir,328.26776,64.40985,0.03,0.021
HR 5106,,318.86611,48.31513,0.02,0.007
HR 5107,79Zet Vir,325.24595,60.3884,0.11,0.044
HR 5108,,88.06882,75.29118,0.21,
HR 5109,81    UMa,110.49397,60.73695,-0.03,0.013
HR 511,,129.08776,1.65549,0.81,0.107
HR 5110,,83.32368,76.40734,0.4,0.022
HR 5111,80    Vir,322.70945,55.77366,0.95,
HR 5112,24    CVn,104.99418,66.58686,0.12,0.034
HR 5113,,308.32993,0.69926,0.5,0.032
HR 5114,,336.58628,70.13835,1.03,
HR 5115,,305.94265,-13.09208,0.01,
HR 5116,,98.47935,70.79335,0.2,
HR 5117,,313.47007,27.47315,1.03,
HR 5118,,311.51884,17.96579,0.94,
HR 5119,,306.90502,-7.93917,1.42,
HR 512,,301.22887,-33.99888,0.61,
HR 5120,,315.383,35.27744,0.22,0.021
HR 5121,,311.13133,15.71049,-0.12,
HR 5122,,309.02881,3.90298,1.12,
HR 5123,,21.67659,79.45479,1.55,
HR 5124,,309.26354,4.66501,1.14,
HR 5125,,306.94306,-8.29577,1.3,
HR 5126,,104.67804,66.00795,,
HR 5127,25    CVn,78.96951,76.60964,0.23,0.03
HR 5128,,315.0816,32.19348,0.4,
HR 5129,,345.57946,73.17816,0.25,
HR 513,,156.61432,-64.97476,1.52,
HR 5130,,308.13495,-2.19869,0.39,
HR 5131,,119.64919,40.30448,,
HR 5132,Eps Cen,310.19179,8.72104,-0.22,
HR 5133,,105.56291,64.82427,1.55,0.003
HR 5134,,310.88839,12.16982,1.5,
HR 5135,,312.923,22.1859,1.66,
HR 5136,,312.88351,21.88329,1.3,
HR 5137,,356.45672,75.90571,1.2,
HR 5138,,339.89607,70.08252,0.33,0.011
HR 5139,,117.72003,45.42029,1.2,
HR 514,Eps Scl,206.29014,-77.65956,0.39,0.037
HR 5140,,309.45763,3.44221,-0.03,
HR 5141,,310.25002,7.59538,-0.05,0.003
HR 5142,82    UMa,107.04815,62.6993,0.1,0.011
HR 5143,,55.83813,78.65532,0.96,
HR 5144,1    Boo,3.07947,76.64143,0.01,0.018
HR 5145,,40.68342,79.06087,1.28,
HR 5146,,317.54868,37.99657,0.06,
HR 5147,,314.80234,28.11223,1.44,
HR 5148,,104.46678,64.8177,0.54,0.049
HR 5149,2    Boo,13.25777,77.83677,1.01,
HR 515,,141.19998,-43.49374,0.25,
HR 5150,82    Vir,323.41752,52.16163,1.63,0.013
HR 5151,,309.97704,5.39759,-0.08,
HR 5152,,311.18497,11.25449,1.67,
HR 5153,,110.17701,58.69297,0.1,
HR 5154,83    UMa,108.17978,61.01199,1.64,0.014
HR 5155,,313.20274,20.44171,1.02,
HR 5156,,337.94992,67.73898,0.42,0.035
HR 5157,,313.19746,19.7608,-0.08,
HR 5158,,311.35172,10.99298,-0.13,
HR 5159,84    Vir,332.76717,63.3792,1.11,0.006
HR 516,Tau1Hyi,299.98494,-37.69276,0.94,
HR 5160,,90.49198,72.08763,0.86,
HR 5161,,71.71364,76.51328,0.85,
HR 5162,,114.4212,51.47058,0.07,
HR 5163,,326.12089,54.99316,0.05,
HR 5164,,15.31442,77.34764,1.42,
HR 5165,83    Vir,321.03122,44.8198,0.81,
HR 5166,,317.80484,35.82617,1.38,
HR 5167,,317.84096,35.18228,0.02,
HR 5168,1    Cen,315.85243,28.46313,0.38,0.051
HR 5169,,104.91182,63.18903,0,
HR 517,,217.10468,-77.87241,0.36,
HR 5170,85    Vir,321.55468,45.13733,0.05,
HR 5171,,309.29721,-0.40914,1.98,
HR 5172,,311.63362,10.50362,0.96,0.018
HR 5173,86    Vir,323.16075,48.29281,0.9,
HR 5174,,315.28192,25.28527,-0.02,0.019
HR 5175,,312.02276,11.63088,0.29,
HR 5176,,312.03527,11.55461,1.36,0.013
HR 5177,,107.96855,59.65897,0.47,0.024
HR 5178,,324.98968,50.75781,1.42,
HR 5179,,87.52153,72.06152,0.21,0.012
HR 518,,132.99907,-15.53742,0.43,
HR 5180,,81.10947,73.83892,0.94,
HR 5181,87    Vir,321.28103,43.00816,1.62,
HR 5182,3    Boo,29.4782,77.54668,0.49,
HR 5183,,337.84864,65.38706,0.63,0.026
HR 5184,,119.56377,38.7269,1.01,0.034
HR 5185,4Tau Boo,358.93581,73.889,0.48,0.059
HR 5186,,80.90595,73.71255,1.03,
HR 5187,84    UMa,106.37601,60.88692,-0.08,
HR 5188,,305.08543,-20.0643,1.46,
HR 5189,,315.85845,25.72086,0.57,0.039
HR 519,,282.92427,-64.13569,1.6,-0.023
HR 5190,Nu  Cen,314.41393,19.88568,-0.22,
HR 5191,85Eta UMa,100.69582,65.32248,-0.19,0.035
HR 5192,2    Cen,316.321,26.90829,1.5,0.031
HR 5193,Mu  Cen,314.23772,19.11705,-0.17,
HR 5194,,308.22772,-7.15254,1.73,
HR 5195,,54.35769,76.87887,1.01,
HR 5196,89    Vir,321.92594,42.57214,1.06,0.046
HR 5197,,318.06788,32.06009,-0.03,
HR 5198,,315.03354,21.58289,0.99,
HR 5199,,82.65545,72.76914,,-0.006
HR 52,,113.93187,-30.70041,,
HR 520,,285.67568,-61.73658,0.04,0.023
HR 5200,5Ups Boo,355.80998,72.40111,1.52,0.011
HR 5201,6    Boo,12.24772,75.48885,1.43,
HR 5202,,321.42393,40.84142,0.51,
HR 5203,,121.00511,34.18418,1.01,
HR 5204,,74.14552,74.42495,,
HR 5205,,338.54342,64.21187,0.9,
HR 5206,,313.5285,14.7271,-0.16,
HR 5207,,312.14073,8.97237,-0.09,-0.001
HR 5208,,316.23936,24.87869,0.48,
HR 5209,,319.95408,36.49302,0.69,0.062
HR 521,,135.20082,-23.55217,0.97,
HR 5210,3    Cen,317.28214,28.18898,-0.13,0.017
HR 5211,3    Cen,317.28398,28.18823,-0.04,0.017
HR 5212,,317.74207,29.50425,0.48,0.016
HR 5213,,111.05661,54.27393,0.96,
HR 5214,,67.50163,75.12798,0.12,
HR 5215,,67.09673,75.16214,1.62,0.014
HR 5216,,108.8268,56.94319,0.09,
HR 5217,,312.24677,8.36802,0.01,
HR 5218,,308.9184,-5.52037,1.49,
HR 5219,,66.0997,75.14019,1.66,0.026
HR 522,4    Ari,141.89015,-43.81741,-0.03,
HR 5220,,349.54072,69.32346,0.04,
HR 5221,4    Cen,317.92695,29.13896,-0.14,
HR 5222,,316.87764,25.51996,0.44,0.009
HR 5223,,313.84014,14.41537,-0.07,
HR 5224,,317.05089,25.83982,1.02,
HR 5225,7    Boo,3.2967,73.05255,0.84,
HR 5226,10    Dra,112.77348,51.20534,1.58,0.014
HR 5227,,114.79772,47.86152,1.17,0.025
HR 5228,,319.27138,32.30044,1.13,
HR 5229,,42.87802,76.28433,0.2,
HR 523,,136.64769,-28.65195,0.55,0.038
HR 5230,,312.76748,9.48873,-0.08,
HR 5231,Zet Cen,314.06879,14.19256,-0.22,
HR 5232,90    Vir,333.46549,57.56918,1.08,0.027
HR 5233,,328.79289,51.59434,0.53,0.02
HR 5234,,312.43611,7.53804,0.07,0.012
HR 5235,8Eta Boo,5.2888,73.03034,0.58,0.108
HR 5236,,312.32245,6.97584,0.78,
HR 5237,,318.7262,29.60692,0.9,
HR 5238,86    UMa,103.76141,61.01518,-0.05,0.012
HR 5239,,314.38615,14.83109,1.14,0.025
HR 524,,268.51427,-71.43442,1.54,
HR 5240,,306.43952,-16.19166,0.03,
HR 5241,,310.19049,-1.75194,1.11,0.033
HR 5242,,309.73973,-3.81943,1.05,
HR 5243,,355.10862,70.09043,0.5,
HR 5244,92    Vir,336.52675,59.61207,0.2,
HR 5245,,56.03681,75.11405,0.37,0.014
HR 5246,,322.14233,37.37369,1.43,
HR 5247,9    Boo,38.11737,75.53773,1.42,0.008
HR 5248,Phi Cen,315.97628,19.07184,-0.21,
HR 5249,Ups1Cen,315.28628,16.44907,-0.2,
HR 525,,301.69983,-32.24801,0.94,
HR 5250,47    Hya,321.6597,35.44819,-0.1,
HR 5251,,313.86159,11.05631,0.96,
HR 5252,,311.05421,0.29983,0.33,
HR 5253,,309.84778,-4.33358,0.35,
HR 5254,,357.74596,69.98388,1.44,
HR 5255,10    Boo,17.01877,73.78157,-0.03,0.013
HR 5256,,109.61407,53.8932,,
HR 5257,48    Hya,322.03557,35.30509,0.48,0.029
HR 5258,,333.83949,55.16486,0.49,
HR 5259,,317.11751,20.71685,1.25,
HR 526,,132.85869,-13.85722,0.29,0.008
HR 5260,Ups2Cen,315.59492,15.53294,0.6,0.013
HR 5261,The Aps,307.21984,-14.5441,1.55,
HR 5262,,348.37842,65.39584,0.09,
HR 5263,11    Boo,37.89677,74.51222,0.17,
HR 5264,93Tau Vir,339.21764,59.37656,0.1,0.024
HR 5265,,321.70454,32.84252,1.34,
HR 5266,,312.86912,5.26273,1.22,
HR 5267,Bet Cen,311.76691,1.25105,-0.23,0.009
HR 5268,,320.28884,28.76352,0.48,0.018
HR 5269,,317.16133,19.44994,-0.11,
HR 527,,149.17394,-56.25449,0.97,
HR 5270,,350.16747,65.80431,0.9,
HR 5271,,90.55583,66.67291,1.32,
HR 5272,,324.1528,37.44655,0.45,
HR 5273,,352.45732,66.44739,0.74,0.059
HR 5274,,347.39033,63.99726,0.94,
HR 5275,,343.99385,61.84803,0.39,
HR 5276,,334.07082,53.03153,1.32,
HR 5277,,327.95314,44.32398,1.08,
HR 5278,,313.62518,6.65163,0.23,
HR 5279,,308.00075,-12.7416,0.58,0.041
HR 528,,256.58865,-74.44513,1.02,
HR 5280,,98.10601,62.5678,0.01,
HR 5281,,312.26294,1.79085,0.12,
HR 5282,,113.62673,47.15731,1.4,
HR 5283,,341.25229,59.60906,1.02,
HR 5284,,327.46305,42.99333,0.1,
HR 5285,Chi Cen,317.73049,19.53822,-0.19,
HR 5286,,317.14896,17.70697,0.98,
HR 5287,49Pi  Hya,323.00082,33.25227,1.12,0.049
HR 5288,5The Cen,319.4537,24.07594,1.01,0.065
HR 5289,,311.46016,-1.61509,1.02,
HR 529,,132.17915,-9.86669,0.43,
HR 5290,95    Vir,332.11591,49.24558,0.34,
HR 5291,11Alp Dra,110.52382,50.95884,-0.05,0.018
HR 5292,,312.69678,2.11778,0.05,
HR 5293,,309.54932,-8.45651,1.74,
HR 5294,,317.51576,17.19725,-0.06,
HR 5295,,309.77236,-7.912,0.18,
HR 5296,,315.11581,9.50892,-0.06,
HR 5297,,314.57418,7.64935,0.94,0.017
HR 5298,96    Vir,332.20287,48.07962,1,
HR 5299,,85.25861,67.2612,1.59,0.024
HR 53,,113.10169,-34.89555,-0.02,
HR 530,1    Ari,140.38823,-38.59839,0.74,0.017
HR 5300,13    Boo,94.58313,63.22621,1.65,0.02
HR 5301,,329.16266,42.48953,1.72,0.012
HR 5302,,105.75397,55.13615,1.02,
HR 5303,Eta Aps,306.43018,-18.73132,0.25,
HR 5304,12    Boo,30.82192,72.17636,0.54,0.042
HR 5305,3    UMi,116.33698,41.55366,0.14,
HR 5306,,307.56718,-15.5682,1.42,
HR 5307,,342.9831,57.86636,0.48,
HR 5308,,314.98279,7.28025,1.44,0.009
HR 5309,,325.54014,34.92781,1.35,
HR 531,53Chi Cet,165.48184,-68.60857,0.33,0.046
HR 5310,,54.35861,71.94788,1.26,
HR 5311,,314.73401,6.3508,0.05,
HR 5312,50    Hya,324.34193,32.20711,1.16,0.048
HR 5313,,344.42705,58.61033,-0.12,0.009
HR 5314,,324.7361,32.77345,1.08,
HR 5315,98Kap Vir,333.51611,47.70241,1.33,0.022
HR 5316,,314.12488,3.95997,-0.08,
HR 5317,,341.52316,55.73855,0.47,0.027
HR 5318,,319.1356,18.39923,0.93,
HR 5319,,315.32784,7.33029,1.57,
HR 532,,233.7027,-76.76635,1.22,
HR 5320,,311.26449,-5.10441,-0.06,
HR 5321,4    UMi,117.67274,38.77926,1.36,0.01
HR 5322,,337.21608,51.3197,0.6,0.023
HR 5323,14    Boo,0.77365,66.03446,0.54,0.022
HR 5324,,324.01681,30.14491,,
HR 5325,,318.20443,15.35922,0.6,
HR 5326,,313.41822,1.21323,2.04,
HR 5327,,305.9383,-20.52577,0.02,
HR 5328,17Kap1Boo,96.45747,60.91736,0.39,0.01
HR 5329,17Kap2Boo,96.4555,60.9133,0.2,0.01
HR 533,1    Per,131.57387,-6.70503,-0.18,
HR 5330,15    Boo,355.99945,63.99741,1,
HR 5331,,346.51177,58.95591,1.6,
HR 5332,,329.43599,40.31032,-0.03,
HR 5333,,21.9505,70.3749,0.18,
HR 5334,,112.87898,46.09006,1.58,0.016
HR 5335,,78.52259,67.73596,1.04,0.03
HR 5336,Eps Aps,306.93348,-17.95114,-0.1,
HR 5337,,322.6743,26.35608,0.3,
HR 5338,99Iot Vir,337.74072,51.06444,0.52,0.043
HR 5339,Del Oct,305.67778,-21.31148,1.31,
HR 534,,145.58333,-49.19698,0.3,
HR 5340,16Alp Boo,15.0504,69.11125,1.23,0.09
HR 5341,,337.35705,50.48615,0.28,
HR 5342,,340.31744,53.38591,-0.01,
HR 5343,,14.49498,68.90401,0.26,
HR 5344,,329.69204,39.79573,0.98,
HR 5345,,96.99611,60.1642,0.1,
HR 5346,,17.69619,69.32022,0.49,0.031
HR 5347,,73.94189,68.33586,0.36,
HR 5348,,323.13729,26.21646,0.27,
HR 5349,,313.35222,-0.20308,0.29,0.034
HR 535,,259.29221,-73.37461,0.52,0.022
HR 5350,21Iot Boo,95.2373,60.96241,0.2,0.048
HR 5351,19Lam Boo,86.98049,64.66624,0.08,0.045
HR 5352,,6.61157,66.75757,1.71,
HR 5353,,337.18245,49.48475,0.73,
HR 5354,Iot Lup,318.47577,14.1422,-0.18,
HR 5355,,330.05829,39.51856,0,
HR 5356,,326.5288,33.01198,0.5,0.051
HR 5357,,321.8338,22.61854,0.08,
HR 5358,,315.05281,4.37883,0.12,
HR 5359,100Lam Vir,333.39745,44.25299,0.13,0.017
HR 536,2    Per,132.63716,-10.93121,-0.07,
HR 5360,,94.87058,60.88369,0.04,
HR 5361,,62.73193,69.76147,1.06,
HR 5362,,319.68853,16.90744,0.92,
HR 5363,,89.82841,63.19784,0.44,
HR 5364,,319.00865,14.87969,0.31,0.02
HR 5365,18    Boo,2.76266,65.07521,0.38,
HR 5366,102Ups Vir,342.24898,53.74189,1.02,0.018
HR 5367,Psi Cen,321.72048,21.71342,-0.03,0.003
HR 5368,,344.96653,55.88021,0.2,
HR 5369,,70.98106,68.35471,1.06,
HR 537,,277.76973,-66.3324,1.01,
HR 5370,20    Boo,9.5936,66.86446,1.23,
HR 5371,,314.63459,2.32533,0.86,0.024
HR 5372,,99.05153,58.01959,,
HR 5373,,70.8463,68.19125,0.05,
HR 5374,,47.84257,70.31715,0.15,
HR 5375,,318.19764,11.82948,-0.13,
HR 5376,,323.32832,24.45938,-0.09,
HR 5377,,317.42579,9.49513,1.36,
HR 5378,,321.56539,20.0223,-0.18,
HR 5379,,311.48307,-6.8925,0.49,
HR 538,,132.57873,-10.24316,,
HR 5380,,316.63854,7.21912,1.1,
HR 5381,51    Hya,326.60023,30.871,1.31,0.04
HR 5382,,312.25851,-5.02259,0.13,
HR 5383,2    Lib,335.81581,45.2035,0.99,
HR 5384,,347.16451,56.01707,0.63,0.061
HR 5385,,356.55515,61.33186,0.43,0.016
HR 5386,,356.55829,61.33274,-0.02,0.016
HR 5387,,33.14266,69.39243,0.37,
HR 5388,,356.47867,61.0786,0.06,
HR 5389,,308.59592,-14.94946,1.18,
HR 539,55Zet Cet,165.88194,-68.04811,1.14,0.031
HR 5390,,328.45096,33.39686,0.96,0.024
HR 5391,,312.52445,-4.74789,1.5,
HR 5392,,353.09934,59.32968,0.12,0.023
HR 5393,,336.22527,45.08972,0.42,0.012
HR 5394,,356.34449,60.91717,1.2,0.015
HR 5395,Tau1Lup,319.91838,14.50409,-0.15,
HR 5396,Tau2Lup,319.86546,14.35444,0.43,0.002
HR 5397,,331.21517,37.68241,0.14,0.005
HR 5398,,321.05492,17.19256,1.19,
HR 5399,,327.67138,31.44682,0.94,
HR 54,,345.79352,-78.9869,1.34,
HR 540,,131.71902,-6.20595,0.18,
HR 5400,,322.14014,19.4132,-0.08,
HR 5401,,319.7482,13.58702,0.31,
HR 5402,,68.67213,67.34205,1.23,
HR 5403,,315.11067,1.35404,0.14,
HR 5404,23The Boo,93.83214,59.65254,0.5,0.072
HR 5405,22    Boo,18.06192,66.82551,0.23,0.007
HR 5406,104    Vir,341.3863,49.45044,0.09,
HR 5407,52    Hya,326.9504,28.8293,-0.07,
HR 5408,,312.20214,-6.66044,1,
HR 5409,105Phi Vir,345.21748,52.51309,0.7,0.047
HR 541,,280.69884,-64.27702,0.14,
HR 5410,106    Vir,341.131,48.62384,1.49,
HR 5411,,74.26382,65.87579,0.37,
HR 5412,,320.5535,14.146,-0.08,
HR 5413,,318.95151,10.2512,0.05,
HR 5414,,41.68823,68.51611,-0.01,
HR 5415,,41.69342,68.50967,-0.03,
HR 5416,,62.79187,67.5688,,
HR 5417,,322.50466,18.21448,1.44,
HR 5418,,348.95288,54.65814,0.16,
HR 5419,,323.37845,20.00957,1.06,
HR 542,45Eps Cas,129.84504,1.64646,-0.15,0.01
HR 5420,24    Boo,90.16208,60.64371,0.85,0.022
HR 5421,,316.44418,3.30766,0.91,
HR 5422,,51.15254,68.13186,-0.03,
HR 5423,,75.44743,65.15657,0.7,0.031
HR 5424,,353.97429,57.44258,1.42,
HR 5425,Sig Lup,318.92989,9.24545,-0.19,
HR 5426,,317.29799,5.00011,0.48,
HR 5427,,318.19137,7.14147,1.09,
HR 5428,,327.4717,27.26532,1.03,0.006
HR 5429,25Rho Boo,47.29601,67.80455,1.3,0.029
HR 543,55    And,135.39984,-20.63987,1.32,0.006
HR 5430,5    UMi,115.38842,39.99259,1.44,0.019
HR 5431,,322.55539,16.82549,0.06,
HR 5432,,315.56973,0.28299,1.26,
HR 5433,,37.58297,67.53853,0.22,0.011
