hr,alt_name,ra,dec,bv_color,parallax
2593,18Mu  CMa,104.0275,-14.0436,1.18,-0.002
2594,,103.5096,-50.6117,0.99,-0.003
2595,,103.945,-22.9414,-0.18,
2596,20Iot CMa,104.0342,-17.0542,-0.07,0.005
2597,,104.3571,11.9075,0.34,
2598,,103.9783,-31.79,,
2599,,104.2504,-8.1789,0.64,
2600,62    Aur,104.7617,38.0522,1.23,
2601,39    Gem,104.6975,26.0811,0.46,0.025
2602,Iot Vol,102.8625,-70.9633,-0.11,
2603,,104.3117,-22.2033,-0.19,
2604,,104.1904,-35.3417,1.29,
2605,40    Gem,104.8662,25.9142,-0.11,
2606,,104.6625,7.6219,0.11,
2607,,104.3913,-24.6306,0.36,0.016
2608,,104.0667,-48.7211,1.69,-0.003
2609,,115.1271,87.02,1.63,0.003
2610,,104.7375,3.6022,1.06,
2611,,104.4267,-27.5375,-0.14,
2612,,104.3233,-35.5075,0.46,0.069
2613,,104.8337,7.3169,-0.11,
2614,,104.5317,-27.1647,-0.19,
2615,41    Gem,105.0658,16.0789,1.66,
2616,,104.6496,-25.4139,-0.16,
2617,,106.4658,70.7319,,
2618,21Eps CMa,104.6562,-28.9722,-0.21,0.001
2619,,104.6046,-34.1117,-0.16,
2620,,105.3217,32.4144,0.27,
2621,,104.6825,-30.9978,-0.14,
2622,,105.075,-5.3669,0.57,
2623,,104.9137,-21.6033,-0.15,
2624,,105.0987,-8.4069,-0.08,
2625,,105.0338,-20.1589,-0.15,
2626,,104.6742,-45.7681,0,
2627,,105.1637,-9.2031,0.21,
2628,,105.0804,-22.1194,-0.17,
2629,,105.4225,4.8181,0.06,
2630,42Ome Gem,105.6033,24.2153,0.94,0.012
2631,,105.6062,17.7556,1.63,
2632,,105.5725,15.3361,,
2633,,105.4792,5.5575,-0.02,
2634,,104.665,-55.7294,1.16,
2635,,105.6396,16.6742,1.68,
2636,,105.4704,-1.3456,1.28,
2637,,105.1775,-28.4894,0.45,
2638,,104.6508,-56.3947,0.39,
2639,,105.485,-5.7222,1.68,-0.003
2640,,105.2746,-25.2153,-0.17,
2641,,105.2075,-33.4653,1.05,
2642,,106.5054,59.8019,,
2643,,105.8767,29.3372,0.6,0.059
2644,,106.4158,52.7581,0.11,0.011
2645,,106.2875,47.775,-0.04,
2646,22Sig CMa,105.4296,-27.9347,1.73,0.024
2647,,105.8246,9.1383,0.12,
2648,19    Mon,105.7283,-4.2392,-0.2,
2649,,105.9083,10.9517,1.39,0.011
2650,43Zet Gem,106.0271,20.5703,0.79,-0.006
2651,,105.965,12.5944,1.58,
2652,,105.2146,-51.4025,1.61,-0.014
2653,24Omi2CMa,105.7562,-23.8333,-0.08,
2654,,106.0842,1.4883,0.01,
2655,,106.0217,-5.3236,1.29,
2656,,105.9887,-10.1242,-0.08,
2657,23Gam CMa,105.9396,-15.6333,-0.12,
2658,,105.565,-43.4042,-0.04,
2659,44    Gem,106.3267,22.6372,-0.03,
2660,,106.5483,34.4739,0.91,0.036
2661,,105.2712,-58.94,0.3,
2662,,104.9604,-67.9161,1.4,0.037
2663,,106.4129,9.1858,1.52,
2664,,106.1963,-22.0322,1.22,
2665,,106.8429,34.0094,1.51,
2666,,106.0117,-42.3372,0.2,0.025
2667,,105.9887,-43.6081,0.64,0.052
2668,,105.995,-43.6117,0.8,0.052
2669,,106.8542,28.1772,-0.09,
2670,,106.4571,-10.6611,-0.05,
2671,,106.8392,22.7036,2.21,
2672,,105.9737,-49.5839,0.13,0.02
2673,,107.0554,33.8322,1.34,
2674,,105.815,-59.1781,-0.11,0.014
2675,,107.1513,37.445,1.21,
2676,,106.7767,4.9103,-0.13,
2677,,106.3833,-34.7778,0.37,0.034
2678,,106.6696,-11.2942,0.05,
2679,,106.6496,-12.3939,-0.1,
2680,,106.5025,-30.6556,-0.16,
2681,,108.4921,71.8167,1.12,
2682,,106.9563,7.4711,1.18,
2683,,106.0762,-56.7497,-0.04,-0.015
2684,45    Gem,107.0917,15.9308,1.03,0.007
2685,,106.5096,-38.3828,0.7,
2686,,106.7179,-24.9606,1.34,
2687,,106.3187,-50.3603,,
2688,,106.7504,-26.6578,-0.17,
2689,The Men,104.1433,-79.4203,0.05,
2690,,106.8442,-23.8403,-0.1,
2691,,106.7796,-40.8933,-0.17,
2692,,107.5279,21.2469,0.89,0.029
2693,25Del CMa,107.0979,-26.3933,0.68,-0.011
2694,,107.3346,-10.3472,0.03,
2695,,107.2054,-24.0442,-0.19,
2696,63    Aur,107.9137,39.3206,1.45,0.023
2697,46Tau Gem,107.785,30.2453,1.26,0.007
2698,,106.8054,-51.9678,1,
2699,,107.3883,-16.2347,0.06,
2700,47    Gem,107.8463,26.8567,0.1,
2701,20    Mon,107.5571,-4.2372,1.03,0.03
2702,,107.2129,-39.6558,-0.18,
2703,,108.3475,51.4289,1.67,0.003
2704,,107.4287,-25.2311,-0.16,
2705,,107.5387,-18.6853,0.4,
2706,48    Gem,108.11,24.1283,0.36,
2707,21    Mon,107.8483,-0.3019,0.29,0.021
2708,,107.5808,-27.4914,1,
2709,,111.3412,81.2575,-0.04,
2710,,107.9638,5.6547,-0.02,
2711,,108.2042,27.2247,0.49,0.027
2712,,106.5587,-68.8372,1.04,
2713,,108.0308,5.4747,1.14,
2714,22Del Mon,107.9662,-0.4928,-0.01,0.016
2715,18    Lyn,108.9788,59.6375,1.07,0.042
2716,,107.9233,-20.8831,-0.04,
2717,51    Gem,108.3429,16.1589,1.66,0.011
2718,26    CMa,108.0508,-25.9425,-0.17,
2719,,107.6979,-48.9322,1.24,0.031
2720,,108.0171,-30.8217,0.27,
2721,,108.9587,47.24,0.58,0.037
2722,,108.6108,24.7108,-0.03,
2723,,108.28,-11.2514,1.51,
2724,,108.1004,-27.4742,0.19,
2725,52    Gem,108.6746,24.885,1.56,
2726,,108.1071,-36.5444,-0.14,0.004
2727,,108.0658,-40.4989,0.06,0.009
2728,,108.6358,12.1158,1.01,
2729,,108.5833,3.1114,1.19,
2730,,108.3496,-22.6733,1.48,
2731,,108.5458,-3.9014,1.58,
2732,,108.5646,-9.9475,1.52,
2733,,108.4512,-22.9064,-0.21,
2734,,108.4013,-27.3564,-0.23,
2735,Gam1Vol,107.1758,-70.4972,0.4,0.016
2736,Gam2Vol,107.1871,-70.4989,1.04,0.016
2737,,109.3904,52.1308,1.26,
2738,53    Gem,108.9879,27.8975,1.63,0.008
2739,,108.6175,-10.3167,-0.18,
2740,,108.14,-46.7594,0.32,0.048
2741,,108.4463,-31.0839,-0.17,
2742,,112.7683,82.4114,1.66,0.001
2743,,108.4883,-30.34,-0.2,
2744,24    Mon,108.8304,-0.1614,0.9,0.011
2745,27    CMa,108.5633,-26.3525,-0.19,
2746,,108.3058,-45.1831,-0.02,0.01
2747,,108.9142,7.9778,1.6,
2748,,108.385,-44.6397,1.56,0.022
2749,28Ome CMa,108.7029,-26.7728,-0.17,
2750,,108.7129,-27.0381,1.22,
2751,,109.6329,49.465,0.08,0.008
2752,,108.9296,-10.5839,1.18,
2753,64    Aur,109.5092,40.8833,0.17,
2754,,108.0083,-63.19,-0.02,0.005
2755,,108.9479,-23.7406,,
2756,,108.8375,-30.6864,-0.17,
2757,,109.5171,30.9558,-0.03,
2758,,109.0604,-15.5858,0.08,0.041
2759,,108.7379,-41.4258,-0.16,
2760,,109.3242,6.6806,-0.11,
2761,,108.6913,-46.8497,-0.11,
2762,,108.6592,-48.2717,-0.1,
2763,54Lam Gem,109.5233,16.5403,0.11,0.047
2764,,109.1533,-23.3156,1.71,0.019
2765,,109.3821,-6.68,1.62,
2766,,109.1458,-27.8811,1.6,0.012
2767,,108.8375,-52.4997,1.1,
2768,,109.2383,-30.8967,0.2,
2769,,109.1325,-38.3189,-0.13,
2770,,109.2063,-36.5928,-0.17,
2771,,109.0646,-46.7744,1.44,
2772,47    Cam,110.5717,59.9019,,0.015
2773,Pi  Pup,109.2858,-37.0975,1.62,0.032
2774,,109.4496,-26.7975,-0.15,
2775,,110.2629,42.6556,1.46,
2776,,110.3229,45.2281,0.32,
2777,55Del Gem,110.0308,21.9822,0.34,0.061
2778,,109.8433,2.7406,1.07,
2779,,109.9483,7.1428,0.53,
2780,,110.0287,15.1428,-0.02,
2781,29    CMa,109.6679,-24.5589,-0.15,
2782,30Tau CMa,109.6767,-24.9542,-0.15,
2783,19    Lyn,110.7121,55.2844,,0.011
2784,19    Lyn,110.7171,55.2814,,0.011
2785,,109.7583,-19.2803,0.62,
2786,,109.7133,-26.5858,0.96,0.017
2787,,109.5767,-36.7342,-0.1,
2788,,109.8671,-16.395,0.35,0.04
2789,,109.5175,-43.9867,-0.12,
2790,,109.6592,-36.7428,-0.16,
2791,,109.64,-39.2103,0.01,0.014
2792,,110.5558,38.9961,1.22,
2793,65    Aur,110.5108,36.7606,1.08,0.022
2794,,109.8071,-33.7272,1.31,
2795,56    Gem,110.4867,20.4436,1.52,0.002
2796,,110.2425,-14.36,0.98,
2797,,113.6654,80.8967,,
2798,,110.3204,-8.8783,0.54,
2799,,110.2217,-22.8517,-0.15,
2800,,110.2292,-26.9636,-0.17,
2801,,110.5146,0.1772,-0.07,
2802,,110.2679,-25.8914,1.64,
2803,Del Vol,109.2075,-67.9572,0.79,0.004
2804,,111.2383,51.8872,1.61,
2805,66    Aur,111.0354,40.6722,1.23,0.007
2806,,110.5083,-8.9792,-0.19,
2807,,110.5771,-2.9789,0.68,
2808,57    Gem,110.8688,25.0506,0.9,0.022
2809,,111.8575,66.3317,-0.09,
2810,58    Gem,110.8675,22.9453,-0.01,
2811,,110.6058,-5.9828,0.35,
2812,,110.5563,-19.0167,-0.04,
2813,,110.0892,-52.3117,0.42,0.038
2814,,110.0904,-52.3097,0.59,0.038
2815,,110.1612,-52.0861,-0.07,
2816,59    Gem,111.1392,27.6381,0.34,
2817,,111.1154,15.5172,-0.18,
2818,21    Lyn,111.6783,49.2114,-0.02,0.012
2819,,110.7525,-31.9239,-0.15,
2820,1    CMi,111.2425,11.6697,0.1,0.015
2821,60Iot Gem,111.4317,27.7981,1.03,0.032
2822,,110.8712,-27.8342,1.53,0.013
2823,,110.8829,-32.2022,-0.18,
2824,,110.9762,-30.2169,-0.2,
2825,,111.1671,-16.2011,-0.05,
2826,,111.0717,-22.9128,-0.09,
2827,31Eta CMa,111.0238,-29.3031,-0.08,
2828,2Eps CMi,111.4121,9.2761,1.01,0.008
2829,,110.9929,-35.8378,-0.15,
2830,,112.7196,68.4656,1.11,0.011
2831,,111.2113,-19.0122,0.29,
2832,,111.2846,-13.7519,0.42,0.037
2833,,111.4625,-5.775,0.92,
2834,,111.1825,-31.8089,1.07,-0.021
2835,,111.7092,21.5358,0.46,0.038
2836,,111.6162,10.6083,0.09,
2837,61    Gem,111.7346,20.2572,0.3,
2838,,111.5146,-4.5375,-0.01,
2839,,111.3329,-21.9828,0.23,
2840,,111.6721,11.0092,-0.13,
2841,,111.3554,-25.2178,-0.1,
2842,,111.1967,-37.29,0.22,0.003
2843,,111.1971,-37.2908,0.27,0.003
2844,,112.215,48.1839,-0.1,
2845,3Bet CMi,111.7875,8.2894,-0.09,0.019
2846,63    Gem,111.935,21.445,0.39,0.041
2847,,111.4292,-31.7386,-0.17,
2848,,101.7446,-87.025,0.42,
2849,22    Lyn,112.4833,49.6725,0.45,0.042
2850,,111.6696,-23.7122,0.01,
2851,5Eta CMi,112.0088,6.9419,0.22,0.01
2852,62Rho Gem,112.2779,31.7844,0.32,0.062
2853,,111.7833,-17.8644,0.32,
2854,4Gam CMi,112.0408,8.9256,1.43,0.019
2855,,111.7475,-23.0861,-0.13,
2856,,111.6762,-34.1408,-0.17,
2857,64    Gem,112.335,28.1181,0.11,0.008
2858,,112.1971,15.1094,-0.05,
2859,,111.9654,-11.5569,0.58,
2860,,111.9287,-22.8597,-0.09,
2861,65    Gem,112.4529,27.9161,1.11,0.018
2862,,111.5912,-51.0183,1.06,0.007
2863,,111.9967,-29.1558,-0.08,
2864,6    CMi,112.4492,12.0067,1.28,0.029
2865,,112.3279,-1.9053,1.5,
2866,,112.3571,-7.5511,0.48,
2867,,112.3421,-10.3267,1.62,
2868,,112.3412,-14.9992,0.47,0.027
2869,,112.095,-37.8103,0.06,
2870,,112.2138,-31.8483,-0.17,
2871,,112.2146,-31.8469,-0.15,
2872,,112.9821,38.8964,0.07,
2873,,112.2704,-31.4564,-0.19,
2874,,112.4642,-23.0244,0.23,-0.003
2875,,112.2738,-38.8122,-0.16,
2876,,112.7129,-5.2264,1.18,
2877,,112.9517,17.0861,1.13,0.001
2878,Sig Pup,112.3075,-43.3014,1.51,0.02
2879,,113.2108,22.8878,1.01,
2880,7Del1CMi,113.0246,1.9144,0.22,0.016
2881,,112.6771,-30.9622,0.93,0.023
2882,,112.6767,-37.3397,0.63,
2883,,113.0242,-8.8808,0.54,
2884,,112.4983,-52.6511,1.01,
2885,,112.8575,-36.1528,-0.12,
2886,68    Gem,113.4021,15.8267,0.05,0.011
2887,8Del2CMi,113.2983,3.2903,0.31,
2888,,112.2138,-64.51,1.56,
2889,,112.9283,-35.8878,-0.08,
2890,66Alp Gem,113.65,31.8886,0.04,0.067
2891,66Alp Gem,113.65,31.8883,0.03,0.067
2892,,112.6288,-54.3994,1.56,
2893,,113.5212,10.5683,-0.01,
2894,,114.1958,55.7553,1.12,
2895,,113.0929,-35.9614,-0.1,
2896,,113.7862,30.9611,1.01,0.003
2897,,113.3421,-14.3383,-0.04,
2898,,113.9833,43.0311,,0.005
2899,,113.3313,-19.4125,1.12,
2900,,113.2904,-24.7108,0.17,
2901,9Del3CMi,113.5658,3.3714,-0.02,
2902,,113.4496,-14.5239,1.41,-0.003
2903,,114.1317,46.1803,1.56,
2904,,113.6917,2.725,0.22,
2905,69Ups Gem,113.9804,26.8958,1.54,0.014
2906,,113.5133,-22.2961,0.51,0.054
2907,,113.3063,-40.0589,-0.12,
2908,,113.3054,-43.0864,0.92,
2909,,113.5775,-23.4736,0.44,0.023
2910,,113.5796,-23.4747,,0.023
2911,,113.4625,-36.3383,-0.06,
2912,,113.62,-26.1167,-0.01,
2913,,113.5533,-33.4633,0.29,
2914,,114.4746,48.7736,0.22,
2915,,114.3242,40.0253,,
2916,,113.6454,-27.0119,1.06,
2917,,113.4938,-39.9058,1.13,
2918,,114.1446,5.8617,0.6,
2919,Eps Men,111.4083,-79.0942,1.28,-0.002
2920,,114.0692,-8.3114,1.54,
2921,,114.0163,-14.4928,-0.12,
2922,,113.845,-28.3694,-0.11,
2923,,114.0325,-22.1606,0.99,
2924,70    Gem,114.6367,35.0486,0.93,
2925,,113.6646,-51.4747,0.08,
2926,,114.5604,24.3603,,
2927,25    Mon,114.3196,-4.1111,0.44,0.028
2928,,114.1708,-19.7022,-0.19,
2929,23    Lyn,115.2063,57.0828,1.46,
2930,71Omi Gem,114.7913,34.5842,0.4,0.021
2931,,114.7996,24.2225,0.01,
2932,,114.4121,-14.4411,-0.01,
2933,,114.32,-23.775,0.54,
2934,,113.9154,-52.5339,1.4,0.012
2935,,115.0608,38.3444,1.63,
2936,,114.9754,32.0097,0.35,
2937,,114.3421,-34.9686,-0.09,
2938,74    Gem,114.8692,17.6747,1.56,0.009
2939,,115.3017,48.1317,1.01,0.009
2940,,114.1829,-48.8303,-0.06,
2941,,114.0071,-55.8875,1.18,
2942,,114.4367,-35.2772,1.14,
2943,10Alp CMi,114.8254,5.225,0.42,0.288
2944,,114.575,-25.3647,-0.11,
2945,,114.4383,-38.0106,1.48,
2946,24    Lyn,115.7517,58.7103,0.08,0.018
2947,,114.7796,-18.6792,-0.1,
2948,,114.7054,-26.8017,-0.17,0.01
2949,,114.7075,-26.8036,,0.01
2950,,115.0292,5.2308,-0.04,0.014
2951,,115.2438,23.0186,1.58,
2952,,114.6008,-39.9914,-0.05,
2953,,115.1971,13.7708,,
2954,,114.6829,-36.4969,-0.16,
2955,,114.6358,-38.7811,1.02,
2956,,114.8621,-26.8631,-0.1,
2957,,114.5758,-48.6011,0.65,
2958,,115.1479,-8.1858,0.15,
2959,,115.0967,-15.2636,1.56,0.005
2960,,115.0567,-19.6608,1.16,
2961,,114.8642,-38.3083,-0.19,
2962,,115.6813,34.0003,,
2963,,114.9325,-38.1394,-0.12,0.006
2964,,114.9492,-38.2608,-0.07,
2965,,115.4658,13.4806,1.67,
2966,,115.3967,3.6247,-0.04,
2967,,115.5133,14.2083,1.64,0.006
2968,,114.9917,-37.5794,-0.04,
2969,,116.0175,50.4339,0,0.015
2970,26Alp Mon,115.3117,-9.5511,1.02,0.024
2971,,114.7517,-53.2733,-0.11,
2972,,115.1808,-27.9458,-0.16,
2973,75Sig Gem,115.8279,28.8836,1.12,0.018
2974,,115.2196,-31.6608,1.18,
2975,51    Cam,116.6671,65.4558,1.18,
2976,,115.3483,-22.3372,1.62,
2977,49    Cam,116.6142,62.8306,0.26,
2978,,115.8425,22.3994,0.93,
2979,,113.8404,-74.2756,-0.02,0.01
2980,,113.8408,-74.2756,,0.01
2981,,115.3158,-38.5336,-0.15,
2982,,115.7725,0.1894,1.02,
2983,76    Gem,116.0287,25.7842,1.54,0.007
2984,,115.3408,-44.6322,0,
2985,77Kap Gem,116.1117,24.3981,0.93,0.026
2986,,115.4917,-38.5289,-0.09,
2987,,116.0583,12.8594,,
2988,,115.7004,-26.3511,0.99,
2989,,116.0308,2.405,0.2,
2990,78Bet Gem,116.3288,28.0261,1,0.094
2991,79    Gem,116.2887,20.3164,0,
2992,,115.9129,-25.5039,0.06,
2993,1    Pup,115.885,-28.4111,1.63,0.018
2994,,115.8,-36.0503,-0.13,
2995,,115.7792,-38.8642,1.02,
2996,3    Pup,115.9521,-28.9547,0.18,
2997,,119.0721,80.2656,0.73,
2998,,115.7383,-45.1733,0.78,
2999,,116.6637,37.5175,1.58,
3000,,114.0175,-77.6342,1.73,
3001,,115.9287,-38.2019,-0.16,
3002,,115.9246,-40.9339,1.1,0.026
3003,81    Gem,116.5308,18.51,1.45,0.014
3004,,116.1417,-24.6739,-0.19,
3005,,115.7787,-49.9928,0.07,
3006,,115.5425,-58.6308,-0.1,
3007,,116.04,-36.0628,0.31,
3008,11    CMi,116.5675,10.7683,0.01,0.022
3009,2    Pup,116.3696,-14.6861,,
3010,2    Pup,116.3712,-14.6908,0.11,
3011,,116.1425,-37.9431,-0.11,
3012,,115.7221,-58.23,1.05,
3013,80Pi  Gem,116.8763,33.4156,1.6,0.012
3014,,116.5092,-6.7725,1.38,
3015,4    Pup,116.4871,-14.5639,0.33,0.031
3016,,116.2692,-37.8878,-0.1,
3017,,116.3138,-37.9686,1.73,0.006
3018,,116.3958,-34.1731,0.6,0.064
3019,,116.6871,-12.6753,-0.02,
3020,,116.3254,-43.7522,-0.07,
3021,82    Gem,117.14,23.1411,,
3022,,116.5433,-37.9339,-0.11,
3023,,116.8021,-22.5197,-0.19,
3024,Zet Vol,115.455,-72.6061,1.04,0.017
3025,,116.6392,-40.0597,-0.13,
3026,,116.9104,-15.9908,1.78,
3027,,116.9383,-16.0144,1.7,
3028,,117.7738,54.1292,0.46,
3029,5    Pup,116.9863,-12.1931,0.48,0.013
3030,,117.2583,13.3708,1.38,
3031,,116.3983,-56.7225,0.39,
3032,,116.7742,-39.3314,-0.17,
3033,,117.2454,4.3328,0.78,
3034,Omi Pup,117.0217,-25.9372,-0.05,
3035,,116.8542,-38.5111,-0.1,-0.004
3036,,116.1829,-66.0719,0.95,
3037,,116.8812,-46.6086,-0.14,
3038,,116.0542,-69.8214,-0.06,
3039,,118.1525,55.2094,,
3040,,117.7596,33.2336,0.15,
3041,,117.0354,-40.6522,1.58,
3042,,117.3692,-13.3533,-0.09,
3043,,117.2571,-24.9122,0.76,0.036
3044,6    Pup,117.4217,-17.2283,1.28,
3045,7Xi  Pup,117.3238,-24.8597,1.24,0.003
3046,,117.0846,-47.0778,1.06,0.006
3047,,117.5442,-9.1833,1.44,
3048,,117.4383,-20.2069,0.58,
3049,,117.3112,-35.2433,-0.05,
3050,,117.6975,3.2772,1.12,0.003
3051,,117.5238,-19.5236,1.26,
