name,alt_name,ra,dec,parallax
HR 1567,8Pi 5Ori,196.267,-24.56251,0.003
HR 1568,7    Cam,154.465,6.68066,0
HR 1569,6    Ori,188.208,-19.55882,
HR 157,,119.69942,-27.38392,
HR 1570,7Pi 1Ori,189.34619,-20.25303,
HR 1571,,191.44453,-21.58861,
HR 1572,,137.71233,19.16731,
HR 1573,,168.14067,-4.40244,
HR 1574,,198.21747,-25.45179,
HR 1575,,177.35146,-11.53899,
HR 1576,,185.23828,-17.28084,
HR 1577,3Iot Aur,170.58996,-6.15959,0.021
HR 1578,,193.77388,-22.63404,
HR 1579,,215.94929,-33.06466,
HR 158,,122.52816,19.63129,0.028
HR 1580,9Omi2Ori,186.62635,-18.05213,0.019
HR 1581,,215.61342,-32.90022,
HR 1582,62    Eri,203.93269,-27.87537,
HR 1583,,226.30129,-35.90495,
HR 1584,,243.45615,-38.6471,
HR 1585,,183.66621,-15.75393,
HR 1586,99    Tau,178.09323,-11.64508,
HR 1587,,138.23546,19.00087,
HR 1588,8    Cam,155.16775,6.60647,
HR 1589,,137.98349,19.1908,0.01
HR 159,,68.84646,-86.04932,0.076
HR 1590,98    Tau,177.24428,-10.91928,
HR 1591,,200.02832,-25.69626,
HR 1592,4Ome Aur,167.1505,-2.8768,0.005
HR 1593,,148.91062,11.57427,
HR 1594,,144.19302,15.03124,0.034
HR 1595,,213.49767,-31.51416,
HR 1596,,201.25811,-26.06687,
HR 1597,,267.61831,-37.95995,
HR 1598,,277.60932,-36.30938,
HR 1599,5    Aur,166.09172,-1.78779,0.021
HR 16,,91.79212,-69.04498,
HR 160,,305.45758,-51.93084,
HR 1600,,186.12212,-16.94323,
HR 1601,10Pi 6Ori,197.5581,-24.01917,0.018
HR 1602,6    Aur,165.8963,-1.61501,
HR 1603,10Bet Cam,149.56835,11.37862,0.009
HR 1604,,215.9642,-32.05963,0.028
HR 1605,7Eps Aur,162.78822,1.17847,0.007
HR 1606,,284.31676,-34.57402,
HR 1607,,214.32428,-31.3262,
HR 1608,63    Eri,209.55067,-29.40797,
HR 1609,,196.06662,-22.60976,
HR 161,,116.05837,-59.55042,
HR 1610,,196.06898,-22.60466,
HR 1611,64    Eri,211.94098,-30.34444,0.022
HR 1612,8Zet Aur,165.01884,-0.42854,0.005
HR 1613,,201.45238,-25.45382,
HR 1614,,205.0911,-27.17554,0.11
HR 1615,,164.82444,-0.08138,
HR 1616,,127.16947,25.68184,
HR 1617,65Psi Eri,206.59349,-27.68925,
HR 1618,,198.9499,-23.81537,
HR 1619,,198.13804,-23.33145,0.013
HR 162,,307.40631,-62.61107,
HR 1620,102Iot Tau,180.77145,-12.06469,0.019
HR 1621,,220.27304,-32.84851,
HR 1622,11    Cam,150.98711,10.79599,
HR 1623,12    Cam,150.95164,10.83079,
HR 1624,,149.18753,12.10759,
HR 1625,,203.81886,-26.02553,
HR 1626,,173.66501,-6.56704,
HR 1627,,172.24629,-5.40585,
HR 1628,,227.45212,-34.61813,0.007
HR 1629,Eta Men,287.11463,-33.55043,0.026
HR 163,30Eps And,119.56492,-33.47581,0.031
HR 1630,,154.75135,8.13661,
HR 1631,,243.73766,-37.38135,
HR 1632,,175.97792,-8.17273,
HR 1633,,181.20612,-12.00822,
HR 1634,1    Lep,223.48838,-33.45973,
HR 1635,,233.9936,-35.92319,
HR 1636,,142.12274,17.12145,0.007
HR 1637,9    Aur,157.0582,6.50802,0.052
HR 1638,11    Ori,186.18233,-15.3452,0.018
HR 1639,,169.52588,-2.99748,
HR 164,,120.8774,-13.46838,
HR 1640,,214.32905,-30.20732,
HR 1641,10Eta Aur,165.35387,0.27167,0.022
HR 1642,,182.59636,-12.6382,0.008
HR 1643,,138.38841,19.57882,0.024
HR 1644,,163.83864,1.48525,
HR 1645,,225.40411,-33.70066,
HR 1646,,202.96165,-24.99685,
HR 1647,,146.22939,14.5383,0.024
HR 1648,,199.00926,-22.81807,
HR 1649,Eta1Pic,255.63622,-37.63406,0.055
HR 165,31Del And,119.86953,-31.93893,0.028
HR 1650,,136.13904,20.97508,
HR 1651,,246.32742,-37.1478,
HR 1652,Gam1Cae,238.60095,-36.22508,0.013
HR 1653,Gam2Cae,238.87337,-36.25734,
HR 1654,2Eps Lep,223.24674,-32.73107,0.011
HR 1655,,227.54551,-33.91485,
HR 1656,104    Tau,183.83748,-12.93525,0.061
HR 1657,66    Eri,204.77565,-25.35433,0.024
HR 1658,106    Tau,182.39919,-11.84974,0.007
HR 1659,103    Tau,179.2492,-9.56373,
HR 166,54    Psc,119.17258,-41.53299,0.099
HR 1660,105    Tau,181.34303,-11.08539,
HR 1661,,213.32138,-29.0966,
HR 1662,13    Ori,191.77358,-18.00483,0.033
HR 1663,Eta2Pic,256.16862,-37.27838,0.009
HR 1664,14    Ori,192.67161,-18.4782,0.004
HR 1665,,212.75498,-28.65947,
HR 1666,67Bet Eri,205.33775,-25.31548,0.05
HR 1667,,262.22534,-37.06967,
HR 1668,,161.20146,4.29239,0.027
HR 1669,,168.94623,-1.48967,0.002
HR 167,55    Psc,119.36262,-41.35366,0.009
HR 1670,,176.38054,-7.06226,0.008
HR 1671,,208.95214,-26.82614,
HR 1672,16    Ori,191.69358,-17.46155,0.011
HR 1673,68    Eri,204.8345,-24.82843,0.05
HR 1674,Zet Dor,266.03378,-36.71594,0.085
HR 1675,,149.06787,13.13731,
HR 1676,15    Ori,186.73659,-14.21457,0.004
HR 1677,Bet Men,282.77372,-34.20768,0.013
HR 1678,14    Cam,148.37909,13.64912,
HR 1679,69Lam Eri,209.14037,-26.68552,-0.003
HR 168,18Alp Cas,121.41653,-6.30239,0.016
HR 1680,,239.0545,-35.49748,
HR 1681,,201.27666,-22.67305,
HR 1682,,290.71403,-32.05231,
HR 1683,,139.23122,19.59165,
HR 1684,,186.62909,-13.56648,
HR 1685,,203.00099,-23.29237,
HR 1686,,133.73449,22.64795,0.054
HR 1687,,203.27344,-23.32842,
HR 1688,,151.29796,11.99456,
HR 1689,11Mu  Aur,168.35373,-0.29612,0.023
HR 169,,304.21667,-43.95921,
HR 1690,,200.47884,-21.78511,
HR 1691,,199.99969,-21.51194,0.002
HR 1692,,156.45729,8.44912,
HR 1693,,212.54715,-27.51237,
HR 1694,,227.68795,-32.66758,
HR 1695,,273.25375,-35.60615,0.018
HR 1696,3Iot Lep,212.67293,-27.31635,
HR 1697,,206.91432,-24.6678,
HR 1698,17Rho Ori,198.51614,-20.26532,-0.01
HR 1699,,241.22007,-35.12016,
HR 17,,113.44318,-25.45605,0.044
HR 170,,322.09035,-82.73484,0.02
HR 1700,,284.66641,-33.45441,
HR 1701,,199.37155,-20.6636,0.004
HR 1702,5Mu  Lep,217.25065,-28.90658,0.023
HR 1703,,200.71459,-21.30682,
HR 1704,,209.06884,-25.43983,
HR 1705,4Kap Lep,213.8795,-27.55032,0.034
HR 1706,14    Aur,173.29799,-3.35341,0.007
HR 1707,,156.36611,8.97431,
HR 1708,13Alp Aur,162.58845,4.56659,0.073
HR 1709,,196.6159,-18.78571,
HR 171,,309.65229,-72.18026,
HR 1710,,215.68822,-28.04839,
HR 1711,108    Tau,181.87589,-9.32086,
HR 1712,,172.08173,-2.25936,-0.004
HR 1713,19Bet Ori,209.2413,-25.24526,0.013
HR 1714,,127.53581,25.79366,
HR 1715,,239.4323,-34.41447,
HR 1716,Xi  Men,295.22825,-30.46862,
HR 1717,,202.76359,-21.93535,
HR 1718,18    Ori,191.29484,-15.2515,
HR 1719,15    Cam,152.70832,11.74543,
HR 172,,108.91789,-79.08924,
HR 1720,,148.85137,14.2897,
HR 1721,,239.64505,-34.30253,
HR 1722,,165.37885,2.95273,0.007
HR 1723,,229.21545,-31.96584,
HR 1724,,199.81093,-19.99035,
HR 1725,,167.32897,1.67795,
HR 1726,16    Aur,173.07508,-2.48414,0.014
HR 1727,,259.20366,-35.84244,
HR 1728,17    Aur,172.76765,-2.23339,
HR 1729,15Lam Aur,167.6799,1.54107,0.066
HR 173,,85.8557,-85.86647,0.043
HR 1730,,238.4632,-33.83822,
HR 1731,,218.63798,-28.40341,
HR 1732,,172.86493,-2.12773,
HR 1733,,164.2201,4.15002,
HR 1734,18    Aur,172.71719,-1.92482,
HR 1735,20Tau Ori,208.27718,-23.95987,0.006
HR 1736,,162.18288,5.67807,
HR 1737,,214.9664,-26.79785,
HR 1738,,166.99023,2.27787,0.011
HR 1739,109    Tau,182.53711,-8.69722,0.01
HR 174,,116.04899,-67.08013,
HR 1740,19    Aur,172.81359,-1.8348,
HR 1741,,184.18211,-9.79825,0.015
HR 1742,,259.3863,-35.57081,
HR 1743,Omi Col,238.51147,-33.49027,0.018
HR 1744,The Dor,277.64232,-34.26219,-0.006
HR 1745,,135.11422,22.39894,
HR 1746,21    Ori,199.54473,-19.12525,0.022
HR 1747,,219.88582,-28.32042,0.065
HR 1748,,203.31865,-20.99866,
HR 1749,20Rho Aur,166.56528,2.92688,
HR 175,32    And,120.76258,-23.36968,0.01
HR 1750,,177.87759,-5.07676,
HR 1751,16    Cam,153.49499,11.88196,0.023
HR 1752,,176.57145,-4.12359,
HR 1753,,220.3427,-28.3639,
HR 1754,,220.3331,-28.35722,
HR 1755,,184.67721,-9.64388,
HR 1756,6Lam Lep,214.82591,-26.23516,0
HR 1757,7Nu  Lep,213.99743,-25.79117,
HR 1758,,229.99242,-31.23717,
HR 1759,,207.19039,-22.66237,
HR 176,,305.54096,-57.6181,0.058
HR 1760,,167.31461,2.64783,
HR 1761,,198.53372,-17.95459,
HR 1762,,223.35201,-29.07426,0.002
HR 1763,,194.62415,-15.60733,
HR 1764,,202.63584,-20.09381,
HR 1765,22    Ori,202.634,-20.02674,
HR 1766,,238.42852,-32.87537,
HR 1767,Zet Pic,257.46259,-34.9764,0.023
HR 1768,22    Aur,177.3634,-4.09012,
HR 1769,,215.66518,-25.96399,
HR 177,,121.98218,3.29305,
HR 1770,23    Ori,199.15752,-17.86287,
HR 1771,,227.30193,-29.94895,0.004
HR 1772,,238.06758,-32.61037,
HR 1773,21Sig Aur,170.52432,0.88456,0.003
HR 1774,110    Tau,187.68054,-10.8157,
HR 1775,,175.62056,-2.58077,
HR 1776,,175.68789,-2.62554,
HR 1777,,197.63792,-16.82034,
HR 1778,,210.49928,-23.39093,0.013
HR 1779,,172.68179,-0.44245,
HR 178,,120.08713,-38.1882,
HR 1780,111    Tau,187.2008,-10.28526,0.067
HR 1781,,202.67591,-19.49374,
HR 1782,,203.35394,-19.80073,0.021
HR 1783,8    Lep,216.0186,-25.6655,
HR 1784,29    Ori,209.98125,-22.98165,0.011
HR 1785,,229.54256,-30.23311,
HR 1786,,200.47551,-18.0712,
HR 1787,27    Ori,203.45599,-19.67522,0.021
HR 1788,28Eta Ori,204.86548,-20.3915,0.007
HR 1789,25Psi1Ori,200.95804,-18.28928,
HR 179,19Xi  Cas,121.40686,-12.33149,
HR 1790,24Gam Ori,196.92791,-15.95309,0.029
HR 1791,112Bet Tau,177.99432,-3.74543,0.028
HR 1792,,219.24654,-26.6433,
HR 1793,,244.40026,-33.21865,
HR 1794,,172.37582,0.18021,
HR 1795,,173.25003,-0.42921,
HR 1796,,174.19185,-1.0518,
HR 1797,,241.66325,-32.75335,
HR 1798,113    Tau,188.0044,-10.31814,
HR 1799,,212.58235,-23.83574,
HR 18,,74.69307,-76.24741,
HR 180,Mu  Phe,308.30626,-70.9376,0.004
HR 1800,,203.26473,-19.281,0.002
HR 1801,Kap Pic,264.18966,-34.51014,
HR 1802,17    Cam,149.08119,15.45966,
HR 1803,,202.31152,-18.70984,
HR 1804,,176.76407,-2.70196,
HR 1805,24Phi Aur,173.27585,-0.23968,0.009
HR 1806,,208.02133,-21.49086,
HR 1807,,196.66256,-15.36471,
HR 1808,115    Tau,187.06577,-9.42211,
HR 1809,,189.39196,-10.86119,
HR 181,,121.77247,-4.09837,
HR 1810,114    Tau,183.75297,-7.1714,
HR 1811,30Psi2Ori,200.08709,-17.21924,-0.016
HR 1812,,222.23153,-27.31447,
HR 1813,,249.84096,-33.5804,
HR 1814,116    Tau,188.93102,-10.42412,
HR 1815,,294.02399,-30.3868,
HR 1816,117    Tau,187.79551,-9.6391,
HR 1817,,214.374,-24.04093,
HR 1818,The Pic,259.56339,-34.17583,0.004
HR 1819,,190.93259,-11.42229,
HR 182,M 31  And,121.16528,-21.57787,
HR 1820,,201.88243,-17.84207,
HR 1821,118    Tau,181.2538,-5.09892,0.014
HR 1822,,177.92192,-2.80796,
HR 1823,,224.15231,-27.55662,
HR 1824,,167.78831,4.13398,
HR 1825,,169.15479,3.22987,
HR 1826,,206.27851,-19.83165,0.003
HR 1827,,246.02427,-32.73032,
HR 1828,18    Cam,154.43528,12.75616,0.012
HR 1829,9Bet Lep,223.56112,-27.20144,0.02
HR 183,Xi  Phe,305.64654,-60.57558,
HR 1830,,206.46445,-19.79711,
HR 1831,,183.70047,-6.28572,
HR 1832,,189.72147,-10.15216,
HR 1833,,201.67344,-17.1913,
HR 1834,31    Ori,204.30535,-18.61705,0.006
HR 1835,,241.75341,-31.83436,
HR 1836,Lam Dor,267.51939,-33.86709,0.012
HR 1837,,199.53321,-15.91283,
HR 1838,,233.75006,-29.96212,
HR 1839,32    Ori,198.02455,-14.94373,0.005
HR 184,20Pi  Cas,121.52038,-15.82521,0.023
HR 1840,,210.37686,-21.39453,
HR 1841,NOVA 1891,177.14282,-1.69856,
HR 1842,33    Ori,200.47508,-16.16595,0.001
HR 1843,25Chi Aur,175.76652,-0.61201,
HR 1844,,138.25653,21.70554,
HR 1845,119    Tau,187.17633,-8.07234,0.002
HR 1846,,167.51407,4.90293,
HR 1847,,188.49439,-8.88521,0.009
HR 1848,,209.79799,-20.84861,
HR 1849,10    Lep,223.93787,-26.6085,0.016
HR 185,Lam1Scl,311.54051,-78.51876,
HR 1850,,175.33956,-0.151,
HR 1851,34Del Ori,203.84257,-17.73235,0.014
HR 1852,34Del Ori,203.85603,-17.73976,0.014
HR 1853,,146.14052,17.86776,
HR 1854,,173.74422,0.92645,
HR 1855,36Ups Ori,210.43537,-20.98321,
HR 1856,,253.35134,-32.98213,
HR 1857,19    Cam,148.49145,16.67638,0.007
HR 1858,120    Tau,187.38998,-7.83768,
HR 1859,,279.07446,-32.78225,0.012
HR 186,,304.91313,-56.83211,
HR 1860,,185.75563,-6.78271,
HR 1861,,205.13753,-18.20259,
HR 1862,Eps Col,239.88977,-30.87558,0.008
HR 1863,,205.30834,-18.16692,0.002
HR 1864,35    Ori,191.08055,-9.99398,
HR 1865,11Alp Lep,220.947,-25.14138,0.007
HR 1866,,157.18807,11.81769,
HR 1867,,271.56683,-33.28755,
HR 1868,,204.837,-17.81302,
HR 1869,,162.99985,8.3047,
HR 187,Rho Tuc,304.43093,-51.63405,0.038
HR 1870,,252.02064,-32.60971,
HR 1871,,202.53445,-16.49194,
HR 1872,38    Ori,200.43301,-15.2727,0.014
HR 1873,,204.79274,-17.63668,
HR 1874,,205.19561,-17.84158,
HR 1875,121    Tau,182.9545,-4.5209,
HR 1876,37Phi1Ori,195.40233,-12.28929,0
HR 1877,,243.44101,-31.20252,-0.008
HR 1878,,179.95031,-2.48485,
HR 1879,39Lam Ori,195.05191,-11.99495,0.007
HR 188,16Bet Cet,111.33082,-80.68119,0.061
HR 1880,39Lam Ori,195.05162,-11.99386,0.007
HR 1881,,239.61963,-30.41996,
HR 1882,,273.47619,-33.04137,
HR 1883,,194.79413,-11.82079,
HR 1884,,169.48942,4.40875,
HR 1885,,128.16516,25.98668,
HR 1886,,209.5667,-19.72091,0.005
HR 1887,,209.56333,-19.71097,0.005
HR 1888,,233.78465,-28.89826,
HR 1889,,181.47486,-3.30118,
HR 189,,121.71695,-14.99104,
HR 1890,,208.17603,-18.95695,
HR 1891,,208.11352,-18.92323,
HR 1892,42    Ori,208.5037,-19.10897,0.006
HR 1893,41The1Ori,209.00728,-19.38497,0.001
HR 1894,41The1Ori,209.00586,-19.3834,0.001
HR 1895,41The1Ori,209.01079,-19.38397,0.001
HR 1896,41The1Ori,209.01062,-19.38009,0.001
HR 1897,43The2Ori,209.04849,-19.3722,-0.001
HR 1898,,208.0738,-18.86378,
HR 1899,44Iot Ori,209.52222,-19.58347,0.025
HR 19,,110.97366,-36.41854,
HR 190,,115.83575,-74.77862,
HR 1900,,207.04145,-18.3352,
HR 1901,45    Ori,208.55276,-19.05668,0.026
HR 1902,,180.71948,-2.65193,0.007
HR 1903,46Eps Ori,205.212,-17.2418,-0.002
HR 1904,,175.18752,1.01617,
HR 1905,122    Tau,189.1247,-7.91451,0.029
HR 1906,,209.37126,-19.28414,
HR 1907,40Phi2Ori,195.84474,-11.94747,0.03
HR 1908,,194.33418,-11.02368,
HR 1909,,237.43988,-29.48681,
HR 191,Eta Phe,305.08222,-59.63138,0.046
HR 1910,123Zet Tau,185.68642,-5.63606,0.008
HR 1911,,209.80679,-19.39499,
HR 1912,,262.70151,-32.90534,
HR 1913,,196.19659,-12.0302,
HR 1914,26    Aur,177.87789,-0.46754,0.005
HR 1915,,232.70822,-28.08626,
HR 1916,,147.32392,17.87646,
HR 1917,,273.80047,-32.71805,0.01
HR 1918,,209.78874,-19.14669,
HR 1919,,215.3662,-21.75017,
HR 192,21    Cas,122.54861,12.12066,
HR 1920,,197.53298,-12.59101,
HR 1921,,181.19471,-2.47387,
HR 1922,Bet Dor,271.73365,-32.77451,0.012
HR 1923,,208.78002,-18.54234,
HR 1924,,179.03608,-1.02546,
HR 1925,,158.38441,11.94524,0.081
HR 1926,Nu 1Col,231.88901,-27.60266,
HR 1927,,253.75751,-32.01343,
HR 1928,125    Tau,181.89908,-2.70873,
HR 1929,,185.38045,-4.95168,
HR 193,22Omi Cas,121.7781,-14.57231,
HR 1930,,267.42564,-32.743,
HR 1931,48Sig Ori,206.81635,-17.33582,0.007
HR 1932,,206.81563,-17.32463,0.007
HR 1933,,210.5286,-19.17041,
HR 1934,47Ome Ori,200.73404,-14.03242,
HR 1935,Nu 2Col,232.80466,-27.75182,0.047
HR 1936,,270.16411,-32.68573,
HR 1937,49    Ori,211.1651,-19.39766,0.042
HR 1938,,177.36907,0.34954,
HR 1939,,176.90358,0.66648,
HR 194,17Phi1Cet,116.689,-73.39323,0.022
HR 1940,,207.80687,-17.6101,
HR 1941,24    Cam,155.73507,13.67698,
HR 1942,,213.62289,-20.34616,
HR 1943,23    Cam,151.34227,16.11916,
HR 1944,,221.62435,-23.71168,
HR 1945,,179.04165,-0.50365,
HR 1946,126    Tau,190.09311,-7.31362,0.014
HR 1947,,246.20524,-30.52147,
HR 1948,50Zet Ori,206.45234,-16.58536,0.024
HR 1949,50Zet Ori,206.45253,-16.585,0.024
HR 195,Lam2Scl,310.12359,-78.60532,0.01
HR 1950,,207.25204,-17.02511,
HR 1951,,184.34689,-3.64583,
HR 1952,,205.71276,-16.18607,
HR 1953,Gam Men,287.92261,-30.96975,0.02
HR 1954,,184.93398,-3.96489,
HR 1955,,204.39947,-15.43874,
HR 1956,Alp Col,238.80894,-28.85745,0.001
HR 1957,,214.44115,-20.36814,
HR 1958,,237.23138,-28.44165,
HR 1959,,207.44457,-16.82544,
HR 196,,122.04698,-7.63948,0.012
HR 1960,,276.50974,-32.10412,
HR 1961,,184.62178,-3.43299,
HR 1962,,220.73892,-22.74493,
HR 1963,51    Ori,203.53511,-14.59305,0.015
HR 1964,,284.90282,-31.30428,
HR 1965,,221.59869,-22.9367,
HR 1966,,238.1794,-28.32037,
HR 1967,,211.23666,-18.32056,0.019
HR 1968,12    Lep,226.51819,-24.72896,
HR 1969,26    Cam,156.39409,13.87695,
HR 197,,106.01907,-84.65649,0.048
HR 1970,,206.43925,-15.9019,
HR 1971,27Omi Aur,161.9788,10.74632,0.019
HR 1972,,235.11639,-27.37236,
HR 1973,,239.61954,-28.48986,
HR 1974,,170.10741,6.03239,
HR 1975,,222.74059,-23.08347,
HR 1976,,150.37426,17.23514,0.01
HR 1977,,187.05178,-4.27572,
HR 1978,,201.56572,-12.81411,
HR 1979,,168.49441,7.29029,
HR 198,,307.36773,-74.39564,
HR 1980,,224.43075,-23.42861,
HR 1981,,244.94975,-29.36247,
HR 1982,,226.76645,-24.26829,0.128
HR 1983,13Gam Lep,226.79567,-24.27306,0.128
HR 1984,,252.24707,-30.51368,
HR 1985,129    Tau,191.38667,-6.55351,
HR 1986,,209.23975,-16.48385,
HR 1987,,196.89762,-9.70623,
HR 1988,,204.31756,-13.83671,0.027
HR 1989,131    Tau,192.60092,-7.13578,0.021
HR 199,,304.30726,-54.61202,
HR 1990,130    Tau,189.82146,-5.44048,
HR 1991,Iot Men,290.68007,-30.22449,
HR 1992,29    Cam,155.93113,14.74734,
HR 1993,133    Tau,193.1738,-7.33031,-0.002
HR 1994,,145.13,19.97995,0.004
HR 1995,29Tau Aur,171.58399,5.90929,0.007
HR 1996,Mu  Col,237.28613,-27.10204,
HR 1997,,187.2298,-3.64169,0.001
HR 1998,14Zet Lep,219.39916,-20.82666,0.049
HR 1999,52    Ori,199.75085,-10.97642,0.023
HR 2,,98.32744,-61.13983,
HR 20,,120.97739,17.00308,0.002
HR 200,,122.50663,6.45721,
HR 2000,,220.80776,-21.35512,
HR 2001,,215.30336,-18.93583,
HR 2002,132    Tau,184.13046,-1.61359,0.005
HR 2003,,160.86844,12.26421,
HR 2004,53Kap Ori,214.51446,-18.49644,0.015
HR 2005,,233.45362,-25.78709,
HR 2006,30    Cam,154.14842,15.87836,
HR 2007,,209.37806,-15.84203,
HR 2008,,253.20696,-30.15671,0.018
HR 2009,,241.02315,-27.7483,
HR 201,,119.0062,-67.45493,
HR 2010,134    Tau,194.48836,-7.57331,
HR 2011,31Ups Aur,173.39546,5.27574,-0.002
HR 2012,32Nu  Aur,171.8399,6.28037,0.017
HR 2013,,181.43627,0.50684,
HR 2014,,196.98449,-8.8539,
HR 2015,Del Dor,275.47414,-31.37209,0.027
HR 2016,135    Tau,193.16141,-6.54632,
HR 2017,,246.55148,-28.79455,
HR 2018,,177.91105,2.71511,
HR 2019,,201.83363,-11.4814,
HR 202,,305.05839,-63.38666,
HR 2020,Bet Pic,258.3637,-30.61166,0.061
HR 2021,,219.34686,-20.10279,0.009
HR 2022,Pi  Men,292.5136,-29.77636,0.044
HR 2023,,262.18009,-30.93059,
HR 2024,,204.02122,-12.5686,
HR 2025,,171.58257,6.68894,
HR 2026,,227.81693,-23.2893,
HR 2027,31    Cam,153.44051,16.59077,0.009
HR 2028,,176.496,3.84862,
HR 2029,30Xi  Aur,157.32627,14.72345,0.012
HR 203,18    Cet,117.04837,-75.68443,
HR 2030,,188.5737,-3.34257,
HR 2031,55    Ori,212.89047,-16.75566,
HR 2032,,251.35498,-29.33558,
HR 2033,137    Tau,193.50919,-6.21735,
HR 2034,136    Tau,182.00807,0.77443,0.021
HR 2035,15Del Lep,225.83451,-22.2185,0.022
HR 2036,,227.91256,-22.9322,
HR 2037,56    Ori,204.40942,-12.22234,0.005
HR 2038,,188.3119,-2.93633,
HR 2039,,214.40898,-17.25278,
HR 204,,122.18747,-7.55895,
HR 2040,Bet Col,241.34178,-27.05724,0.023
HR 2041,,147.63434,19.44538,
HR 2042,Gam Pic,264.30838,-30.689,0.018
HR 2043,,234.67737,-25.02138,
HR 2044,,260.38732,-30.30479,
HR 2045,,161.00142,13.12582,
HR 2046,,178.65885,3.15159,0.023
HR 2047,54Chi1Ori,188.45793,-2.73281,0.104
HR 2048,,196.86933,-7.60612,
HR 2049,,259.63689,-30.17164,0.023
HR 205,,121.95258,-18.00035,
HR 2050,,195.87704,-6.95871,
HR 2051,,203.39901,-11.17079,
HR 2052,57    Ori,188.97998,-2.88361,
HR 2053,,243.45705,-27.22729,
HR 2054,,163.58305,11.95726,
HR 2055,,244.446,-27.40241,0.003
HR 2056,Lam Col,239.36127,-26.09431,0.035
HR 2057,,205.48606,-12.13519,
HR 2058,,210.05357,-14.49588,
HR 2059,,297.34793,-28.82679,
HR 206,,115.55348,-79.21358,
HR 2060,,224.84732,-21.17903,
HR 2061,58Alp Ori,199.78735,-8.95872,0.005
HR 2062,Lam Men,283.54459,-30.52393,
HR 2063,,188.71557,-2.49179,
HR 2064,Eps Dor,276.80407,-30.80164,0.012
HR 2065,,217.28599,-17.84502,
HR 2066,,181.21907,2.06069,
HR 2067,,194.17192,-5.56496,0.047
HR 2068,,234.53403,-24.46217,
HR 2069,,249.31793,-28.28497,
HR 207,,122.33198,-3.29184,
HR 2070,,210.6705,-14.54001,
HR 2071,,210.83885,-14.59874,
HR 2072,,265.48126,-30.41045,
HR 2073,,273.4633,-30.72367,
HR 2074,,185.32027,-0.22255,
HR 2075,,198.08973,-7.65385,
HR 2076,,196.36686,-6.59039,
HR 2077,33Del Aur,158.95167,14.68778,0.022
HR 2078,,138.34234,23.40282,
HR 2079,,158.00451,15.17472,
HR 208,23    Cas,122.6868,11.9775,
HR 2080,,158.72644,14.83968,
HR 2081,,162.94635,12.69987,
HR 2082,,246.12069,-27.35526,
HR 2083,,257.71413,-29.44094,0.034
HR 2084,139    Tau,183.96556,0.83894,
HR 2085,16Eta Lep,219.75536,-18.47146,0.066
HR 2086,,228.25467,-21.87859,
HR 2087,Xi  Col,243.072,-26.53101,-0.011
HR 2088,34Bet Aur,167.45675,10.40942,0.041
HR 2089,,256.89309,-29.25474,
HR 209,,305.67426,-69.54631,0.049
HR 2090,,228.66191,-21.94265,
HR 2091,35Pi  Aur,166.6021,10.93728,0.003
HR 2092,Sig Col,237.0252,-24.72939,
HR 2093,,205.63512,-11.31575,
HR 2094,,260.32044,-29.63363,0.034
HR 2095,37The Aur,174.3385,6.72936,0.022
HR 2096,,167.84266,10.36531,
HR 2097,,207.67501,-12.28555,
HR 2098,,237.68125,-24.81575,
HR 2099,,195.48884,-5.51841,0.006
HR 21,11Bet Cas,117.52809,-3.27794,0.072
HR 210,,108.17654,-85.24275,0.021
HR 2100,59    Ori,205.14448,-10.91672,
HR 2101,36    Aur,164.9103,12.00685,
HR 2102,,272.36783,-30.41985,0.048
HR 2103,60    Ori,206.35042,-11.42612,0.004
HR 2104,,273.98229,-30.41547,
HR 2105,,164.0054,12.59997,
HR 2106,Gam Col,241.22643,-25.6377,
HR 2107,1    Mon,215.49876,-15.86857,
HR 2108,2    Mon,215.66988,-15.93267,0.01
HR 2109,,208.2529,-12.17589,
HR 211,57    Psc,121.19258,-47.37964,0.015
HR 2110,,179.89656,3.96577,
HR 2111,,182.89554,2.22704,
HR 2112,,163.22188,13.18609,
HR 2113,,209.78662,-12.82833,0.022
HR 2114,,261.27214,-29.36942,
HR 2115,,169.15264,10.20563,
HR 2116,,187.46758,-0.19655,
HR 2117,,250.7746,-27.58645,
HR 2118,,218.95633,-17.08463,
HR 2119,38    Aur,169.60717,10.05299,0.014
HR 212,,122.68364,9.80484,
HR 2120,Eta Col,249.45689,-27.23045,0.019
HR 2121,,154.47506,17.54988,
HR 2122,,178.67808,5.07301,0.028
HR 2123,,161.80467,14.1634,
HR 2124,61Mu  Ori,198.6834,-6.31262,0.028
HR 2125,Kap Men,291.13294,-29.43747,
HR 2126,,150.61307,19.30999,
HR 2127,,205.73546,-10.1281,
HR 2128,3    Mon,216.95052,-15.76593,0.003
HR 2129,,231.28517,-21.74335,
HR 213,58    Psc,121.22124,-50.88319,
HR 2130,64    Ori,190.02812,-1.17574,
HR 2131,,240.02177,-24.50549,
HR 2132,39    Aur,169.69621,10.37013,
HR 2133,,197.01965,-5.10532,
HR 2134,1    Gem,186.99266,0.71506,0.031
HR 2135,62Chi2Ori,189.69191,-0.86047,0.025
HR 2136,,220.71663,-17.24813,
HR 2137,,174.1847,8.0151,
HR 2138,,258.85536,-28.52702,
HR 2139,,178.10028,6.02428,
HR 214,59    Psc,121.56934,-43.28171,
